acceleration (mg) - 2014-05-30 10:00:00 - 2014-06-06 09:59:55 - sampleRate = 5 seconds,imputed
31,1
31,1
31,1
31,1
31,1
31,1
31,1
31,1
54.8,1
54.8,1
54.8,1
54.8,1
54.8,1
54.8,1
54.8,1
54.8,1
54.8,1
54.8,1
54.8,1
54.8,1
58.5,1
58.5,1
58.5,1
58.5,1
58.5,1
58.5,1
58.5,1
58.5,1
58.5,1
58.5,1
58.5,1
58.5,1
32.7,1
32.7,1
32.7,1
32.7,1
32.7,1
32.7,1
32.7,1
32.7,1
32.7,1
32.7,1
32.7,1
32.7,1
53.8,1
53.8,1
53.8,1
53.8,1
53.8,1
53.8,1
53.8,1
53.8,1
53.8,1
53.8,1
53.8,1
53.8,1
13.5,1
13.5,1
13.5,1
13.5,1
13.5,1
13.5,1
13.5,1
13.5,1
13.5,1
13.5,1
13.5,1
13.5,1
46.1,1
46.1,1
46.1,1
46.1,1
46.1,1
46.1,1
46.1,1
46.1,1
46.1,1
46.1,1
46.1,1
46.1,1
43.9,1
43.9,1
43.9,1
43.9,1
43.9,1
43.9,1
43.9,1
43.9,1
43.9,1
43.9,1
43.9,1
43.9,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
28.3,1
28.3,1
28.3,1
28.3,1
28.3,1
28.3,1
28.3,1
28.3,1
28.3,1
28.3,1
28.3,1
28.3,1
17.1,1
17.1,1
17.1,1
17.1,1
17.1,1
17.1,1
17.1,1
17.1,1
17.1,1
17.1,1
17.1,1
17.1,1
16.1,1
16.1,1
16.1,1
16.1,1
16.1,1
16.1,1
16.1,1
16.1,1
16.1,1
16.1,1
16.1,1
16.1,1
23.2,1
23.2,1
23.2,1
23.2,1
23.2,1
23.2,1
23.2,1
23.2,1
23.2,1
23.2,1
23.2,1
23.2,1
23.6,1
23.6,1
23.6,1
23.6,1
23.6,1
23.6,1
23.6,1
23.6,1
23.6,1
23.6,1
23.6,1
23.6,1
24.7,1
24.7,1
24.7,1
24.7,1
24.7,1
24.7,1
24.7,1
24.7,1
24.7,1
24.7,1
24.7,1
24.7,1
22.1,1
22.1,1
22.1,1
22.1,1
22.1,1
22.1,1
22.1,1
22.1,1
22.1,1
22.1,1
22.1,1
22.1,1
34.3,1
34.3,1
34.3,1
34.3,1
34.3,1
34.3,1
34.3,1
34.3,1
34.3,1
34.3,1
34.3,1
34.3,1
25.5,1
25.5,1
25.5,1
25.5,1
25.5,1
25.5,1
25.5,1
25.5,1
25.5,1
25.5,1
25.5,1
25.5,1
30.3,1
30.3,1
30.3,1
30.3,1
30.3,1
30.3,1
30.3,1
30.3,1
30.3,1
30.3,1
30.3,1
30.3,1
15.8,1
15.8,1
15.8,1
15.8,1
15.8,1
15.8,1
15.8,1
15.8,1
15.8,1
15.8,1
15.8,1
15.8,1
29.6,1
29.6,1
29.6,1
29.6,1
29.6,1
29.6,1
29.6,1
29.6,1
29.6,1
29.6,1
29.6,1
29.6,1
36.7,1
36.7,1
36.7,1
36.7,1
36.7,1
36.7,1
36.7,1
36.7,1
36.7,1
36.7,1
36.7,1
36.7,1
18.2,1
18.2,1
18.2,1
18.2,1
18.2,1
18.2,1
18.2,1
18.2,1
18.2,1
18.2,1
18.2,1
18.2,1
17.4,1
17.4,1
17.4,1
17.4,1
17.4,1
17.4,1
17.4,1
17.4,1
17.4,1
17.4,1
17.4,1
17.4,1
30.9,1
30.9,1
30.9,1
30.9,1
30.9,1
30.9,1
30.9,1
30.9,1
30.9,1
30.9,1
30.9,1
30.9,1
47.7,1
47.7,1
47.7,1
47.7,1
47.7,1
47.7,1
47.7,1
47.7,1
47.7,1
47.7,1
47.7,1
47.7,1
23.2,1
23.2,1
23.2,1
23.2,1
23.2,1
23.2,1
23.2,1
23.2,1
23.2,1
23.2,1
23.2,1
23.2,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
48.4,1
48.4,1
48.4,1
48.4,1
48.4,1
48.4,1
48.4,1
48.4,1
48.4,1
48.4,1
48.4,1
48.4,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
34.8,1
34.8,1
34.8,1
34.8,1
34.8,1
34.8,1
34.8,1
34.8,1
34.8,1
34.8,1
34.8,1
34.8,1
42.9,1
42.9,1
42.9,1
42.9,1
42.9,1
42.9,1
42.9,1
42.9,1
42.9,1
42.9,1
42.9,1
42.9,1
43.6,1
43.6,1
43.6,1
43.6,1
43.6,1
43.6,1
43.6,1
43.6,1
43.6,1
43.6,1
43.6,1
43.6,1
32.1,1
32.1,1
32.1,1
32.1,1
32.1,1
32.1,1
32.1,1
32.1,1
32.1,1
32.1,1
32.1,1
32.1,1
46.7,1
46.7,1
46.7,1
46.7,1
46.7,1
46.7,1
46.7,1
46.7,1
46.7,1
46.7,1
46.7,1
46.7,1
57.3,1
57.3,1
57.3,1
57.3,1
57.3,1
57.3,1
57.3,1
57.3,1
57.3,1
57.3,1
57.3,1
57.3,1
57.1,1
57.1,1
57.1,1
57.1,1
57.1,1
57.1,1
57.1,1
57.1,1
57.1,1
57.1,1
57.1,1
57.1,1
47.1,1
47.1,1
47.1,1
47.1,1
47.1,1
47.1,1
47.1,1
47.1,1
47.1,1
47.1,1
47.1,1
47.1,1
44.8,1
44.8,1
44.8,1
44.8,1
44.8,1
44.8,1
44.8,1
44.8,1
44.8,1
44.8,1
44.8,1
44.8,1
76.8,1
76.8,1
76.8,1
76.8,1
76.8,1
76.8,1
76.8,1
76.8,1
76.8,1
76.8,1
76.8,1
76.8,1
60.4,1
60.4,1
60.4,1
60.4,1
60.4,1
60.4,1
60.4,1
60.4,1
60.4,1
60.4,1
60.4,1
60.4,1
46.5,1
46.5,1
46.5,1
46.5,1
46.5,1
46.5,1
46.5,1
46.5,1
46.5,1
46.5,1
46.5,1
46.5,1
41.7,1
41.7,1
41.7,1
41.7,1
41.7,1
41.7,1
41.7,1
41.7,1
41.7,1
41.7,1
41.7,1
41.7,1
28.9,1
28.9,1
28.9,1
28.9,1
28.9,1
28.9,1
28.9,1
28.9,1
28.9,1
28.9,1
28.9,1
28.9,1
59.4,1
59.4,1
59.4,1
59.4,1
59.4,1
59.4,1
59.4,1
59.4,1
59.4,1
59.4,1
59.4,1
59.4,1
63.2,1
63.2,1
63.2,1
63.2,1
63.2,1
63.2,1
63.2,1
63.2,1
63.2,1
63.2,1
63.2,1
63.2,1
65.4,1
65.4,1
65.4,1
65.4,1
65.4,1
65.4,1
65.4,1
65.4,1
65.4,1
65.4,1
65.4,1
65.4,1
60.4,1
60.4,1
60.4,1
60.4,1
60.4,1
60.4,1
60.4,1
60.4,1
60.4,1
60.4,1
60.4,1
60.4,1
57.8,1
57.8,1
57.8,1
57.8,1
57.8,1
57.8,1
57.8,1
57.8,1
57.8,1
57.8,1
57.8,1
57.8,1
58.8,1
58.8,1
58.8,1
58.8,1
58.8,1
58.8,1
58.8,1
58.8,1
58.8,1
58.8,1
58.8,1
58.8,1
34.6,1
34.6,1
34.6,1
34.6,1
34.6,1
34.6,1
34.6,1
34.6,1
34.6,1
34.6,1
34.6,1
34.6,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
14.4,1
14.4,1
14.4,1
14.4,1
14.4,1
14.4,1
14.4,1
14.4,1
14.4,1
14.4,1
14.4,1
14.4,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
18.9,1
18.9,1
18.9,1
18.9,1
18.9,1
18.9,1
18.9,1
18.9,1
18.9,1
18.9,1
18.9,1
18.9,1
11.9,1
11.9,1
11.9,1
11.9,1
11.9,1
11.9,1
11.9,1
11.9,1
11.9,1
11.9,1
11.9,1
11.9,1
15.2,1
15.2,1
15.2,1
15.2,1
48.2,0
47.1,0
5.7,0
7,0
12.4,0
1.7,0
2.2,0
3.6,0
4.3,0
5.6,0
5.8,0
5.9,0
6,0
5.9,0
6.1,0
5.7,0
5.5,0
4.3,0
3.5,0
3.4,0
2.9,0
2.3,0
1.6,0
1.6,0
1.2,0
1.4,0
1.1,0
0.9,0
71.9,0
58.5,0
127.4,0
57.3,0
4.3,0
1.9,0
45.1,0
64.2,0
3.5,0
2.2,0
19.7,0
38.2,0
0.1,0
0.1,0
0.5,0
59.8,0
2.7,0
1.1,0
1.1,0
1,0
0.8,0
1.2,0
0.8,0
0.9,0
0.9,0
1.1,0
1,0
0.8,0
0.9,0
0.8,0
0.8,0
0.9,0
1.3,0
1.1,0
1.2,0
1.1,0
1.1,0
1.2,0
1.2,0
1.2,0
1.2,0
0.8,0
1,0
1.1,0
0.9,0
1.2,0
1,0
0.9,0
1,0
1,0
0.9,0
0.8,0
1,0
0.9,0
0.9,0
1.1,0
1,0
0.9,0
0.7,0
0.9,0
0.8,0
1,0
1,0
0.9,0
0.9,0
0.9,0
0.8,0
0.8,0
0.9,0
0.9,0
0.9,0
0.9,0
0.7,0
1,0
0.7,0
0.8,0
0.8,0
0.8,0
0.7,0
1,0
0.8,0
0.7,0
0.8,0
0.7,0
0.8,0
1,0
0.7,0
0.6,0
0.9,0
0.7,0
0.9,0
0.9,0
0.7,0
0.7,0
0.8,0
0.9,0
0.9,0
0.8,0
0.8,0
0.7,0
0.6,0
0.6,0
0.8,0
0.6,0
0.8,0
0.6,0
0.8,0
0.8,0
0.8,0
0.7,0
0.6,0
0.7,0
0.7,0
0.7,0
0.7,0
0.8,0
0.7,0
0.7,0
0.8,0
0.9,0
0.6,0
0.8,0
0.6,0
0.6,0
0.8,0
0.7,0
0.7,0
0.7,0
0.6,0
0.7,0
0.6,0
0.6,0
0.7,0
0.7,0
0.6,0
0.6,0
0.6,0
0.7,0
0.4,0
0.8,0
0.6,0
0.6,0
0.7,0
0.6,0
0.7,0
0.7,0
0.5,0
0.6,0
0.6,0
0.6,0
0.6,0
0.6,0
0.6,0
0.6,0
0.7,0
0.7,0
0.7,0
0.6,0
0.7,0
0.6,0
0.8,0
0.6,0
0.6,0
0.6,0
0.8,0
0.6,0
0.6,0
0.5,0
0.5,0
0.6,0
0.5,0
0.5,0
0.6,0
0.6,0
0.5,0
0.7,0
0.5,0
0.6,0
0.5,0
0.4,0
0.5,0
0.5,0
0.5,0
0.7,0
0.5,0
0.5,0
0.6,0
0.4,0
0.5,0
0.6,0
0.7,0
0.6,0
0.5,0
0.5,0
0.5,0
0.4,0
0.5,0
0.5,0
0.4,0
0.5,0
0.5,0
0.4,0
0.3,0
0.7,0
0.5,0
0.6,0
0.4,0
0.4,0
0.6,0
0.5,0
0.3,0
0.4,0
0.4,0
0.5,0
0.5,0
0.5,0
0.7,0
0.3,0
0.4,0
0.4,0
0.5,0
0.4,0
0.4,0
0.4,0
0.2,0
0.4,0
0.6,0
0.4,0
0.5,0
0.5,0
0.5,0
0.5,0
0.4,0
0.4,0
0.5,0
0.3,0
8.4,0
0.8,0
1.1,0
1.4,0
1.3,0
1.3,0
1.3,0
1.4,0
1.4,0
1.6,0
1.7,0
1.5,0
1.4,0
1.6,0
1.5,0
1.5,0
1.7,0
1.6,0
2,0
1.9,0
2,0
1.6,0
1.9,0
2,0
1.8,0
2,0
1.9,0
1.8,0
2.1,0
2,0
2,0
2.3,0
2.5,0
2.2,0
2.3,0
2.2,0
2.3,0
2.5,0
2.4,0
2.8,0
2.5,0
2.5,0
2.6,0
2.8,0
2.6,0
4,0
3.5,0
3.7,0
3.9,0
3.9,0
3.7,0
4.2,0
4,0
4.2,0
4.1,0
4.2,0
3.9,0
3.8,0
4.5,0
3.8,0
3.9,0
4,0
4.1,0
3.6,0
3.5,0
4,0
3.7,0
3.8,0
3.6,0
3.7,0
3.5,0
3.9,0
3.8,0
3.8,0
3.7,0
3.9,0
4,0
4.1,0
3.6,0
3.9,0
3.8,0
4,0
4,0
3.6,0
4,0
4.1,0
4,0
4.3,0
5.7,0
5.6,0
4.7,0
5.2,0
5.5,0
5.8,0
5.2,0
4.1,0
5.9,0
5.8,0
5.7,0
5.7,0
5.5,0
5.3,0
5.1,0
5,0
4.9,0
4,0
4.7,0
4.1,0
4.3,0
5.4,0
5.6,0
4.5,0
4.8,0
4,0
4.5,0
4.2,0
4.1,0
4.3,0
4.5,0
4.9,0
4.5,0
4,0
7.9,0
6.3,0
42.8,0
73.2,0
131.3,0
177.9,0
59.1,0
67.9,0
146.7,0
30.9,1
30.9,1
30.9,1
30.9,1
30.9,1
30.9,1
30.9,1
30.9,1
30.9,1
49.6,1
49.6,1
49.6,1
49.6,1
49.6,1
49.6,1
49.6,1
49.6,1
49.6,1
49.6,1
49.6,1
49.6,1
48.7,1
48.7,1
48.7,1
48.7,1
48.7,1
48.7,1
48.7,1
48.7,1
48.7,1
48.7,1
48.7,1
48.7,1
31.9,1
31.9,1
31.9,1
31.9,1
31.9,1
31.9,1
31.9,1
31.9,1
31.9,1
31.9,1
31.9,1
31.9,1
31.6,1
31.6,1
31.6,1
31.6,1
31.6,1
31.6,1
31.6,1
31.6,1
31.6,1
31.6,1
31.6,1
31.6,1
30.5,1
30.5,1
30.5,1
30.5,1
30.5,1
30.5,1
30.5,1
30.5,1
30.5,1
30.5,1
30.5,1
30.5,1
35.1,1
35.1,1
35.1,1
35.1,1
35.1,1
35.1,1
35.1,1
35.1,1
35.1,1
35.1,1
35.1,1
35.1,1
29.4,1
29.4,1
29.4,1
29.4,1
29.4,1
29.4,1
29.4,1
29.4,1
29.4,1
29.4,1
29.4,1
29.4,1
44.2,1
44.2,1
44.2,1
44.2,1
44.2,1
44.2,1
44.2,1
44.2,1
44.2,1
44.2,1
44.2,1
44.2,1
38.6,1
38.6,1
38.6,1
38.6,1
38.6,1
38.6,1
38.6,1
38.6,1
38.6,1
38.6,1
38.6,1
38.6,1
90.9,1
90.9,1
90.9,1
90.9,1
90.9,1
90.9,1
90.9,1
90.9,1
90.9,1
90.9,1
90.9,1
90.9,1
106.3,1
106.3,1
106.3,1
106.3,1
106.3,1
106.3,1
106.3,1
106.3,1
106.3,1
106.3,1
106.3,1
106.3,1
51.9,1
51.9,1
51.9,1
51.9,1
51.9,1
51.9,1
51.9,1
51.9,1
51.9,1
51.9,1
51.9,1
51.9,1
80.6,1
80.6,1
80.6,1
80.6,1
80.6,1
80.6,1
80.6,1
80.6,1
80.6,1
80.6,1
80.6,1
80.6,1
67.1,1
67.1,1
67.1,1
67.1,1
67.1,1
67.1,1
67.1,1
67.1,1
67.1,1
67.1,1
67.1,1
67.1,1
68.3,1
68.3,1
68.3,1
68.3,1
68.3,1
68.3,1
68.3,1
68.3,1
68.3,1
68.3,1
68.3,1
68.3,1
65.2,1
65.2,1
65.2,1
65.2,1
65.2,1
65.2,1
65.2,1
65.2,1
65.2,1
65.2,1
65.2,1
65.2,1
42.3,1
42.3,1
42.3,1
42.3,1
42.3,1
42.3,1
42.3,1
42.3,1
42.3,1
42.3,1
42.3,1
42.3,1
40.1,1
40.1,1
40.1,1
40.1,1
40.1,1
40.1,1
40.1,1
40.1,1
40.1,1
40.1,1
40.1,1
40.1,1
50.2,1
50.2,1
50.2,1
50.2,1
50.2,1
50.2,1
50.2,1
50.2,1
50.2,1
50.2,1
50.2,1
50.2,1
83,1
83,1
83,1
83,1
83,1
83,1
83,1
83,1
83,1
83,1
83,1
83,1
85.8,1
85.8,1
85.8,1
85.8,1
85.8,1
85.8,1
85.8,1
85.8,1
85.8,1
85.8,1
85.8,1
85.8,1
47,1
47,1
47,1
47,1
47,1
47,1
47,1
47,1
47,1
47,1
47,1
47,1
43.4,1
43.4,1
43.4,1
43.4,1
43.4,1
43.4,1
43.4,1
43.4,1
43.4,1
43.4,1
43.4,1
43.4,1
44.9,1
44.9,1
44.9,1
44.9,1
44.9,1
44.9,1
44.9,1
44.9,1
44.9,1
44.9,1
44.9,1
44.9,1
47.4,1
47.4,1
47.4,1
47.4,1
47.4,1
47.4,1
47.4,1
47.4,1
47.4,1
47.4,1
47.4,1
47.4,1
45.8,1
45.8,1
45.8,1
45.8,1
45.8,1
45.8,1
45.8,1
45.8,1
45.8,1
45.8,1
45.8,1
45.8,1
34.3,1
34.3,1
34.3,1
34.3,1
34.3,1
34.3,1
34.3,1
34.3,1
34.3,1
34.3,1
34.3,1
34.3,1
24.7,1
24.7,1
24.7,1
24.7,1
24.7,1
24.7,1
24.7,1
24.7,1
24.7,1
24.7,1
24.7,1
24.7,1
45.8,1
45.8,1
45.8,1
45.8,1
45.8,1
45.8,1
45.8,1
45.8,1
45.8,1
45.8,1
45.8,1
45.8,1
47.5,1
47.5,1
47.5,1
47.5,1
47.5,1
47.5,1
47.5,1
47.5,1
47.5,1
47.5,1
47.5,1
47.5,1
80.2,1
80.2,1
80.2,1
80.2,1
80.2,1
80.2,1
80.2,1
80.2,1
80.2,1
80.2,1
80.2,1
80.2,1
83,1
83,1
83,1
83,1
83,1
83,1
83,1
83,1
83,1
83,1
83,1
83,1
83.2,1
83.2,1
83.2,1
83.2,1
83.2,1
83.2,1
83.2,1
83.2,1
83.2,1
83.2,1
83.2,1
83.2,1
77.9,1
77.9,1
77.9,1
77.9,1
77.9,1
77.9,1
77.9,1
77.9,1
77.9,1
77.9,1
77.9,1
77.9,1
64.2,1
64.2,1
64.2,1
64.2,1
64.2,1
64.2,1
64.2,1
64.2,1
64.2,1
64.2,1
64.2,1
64.2,1
69.8,1
69.8,1
69.8,1
69.8,1
69.8,1
69.8,1
69.8,1
69.8,1
69.8,1
69.8,1
69.8,1
69.8,1
59.6,1
59.6,1
59.6,1
59.6,1
59.6,1
59.6,1
59.6,1
59.6,1
59.6,1
59.6,1
59.6,1
59.6,1
64.5,1
64.5,1
64.5,1
64.5,1
64.5,1
64.5,1
64.5,1
64.5,1
64.5,1
64.5,1
64.5,1
64.5,1
59.6,1
59.6,1
59.6,1
59.6,1
59.6,1
59.6,1
59.6,1
59.6,1
59.6,1
59.6,1
59.6,1
59.6,1
63.8,1
63.8,1
63.8,1
63.8,1
63.8,1
63.8,1
63.8,1
63.8,1
63.8,1
63.8,1
63.8,1
63.8,1
46.8,1
46.8,1
46.8,1
46.8,1
46.8,1
46.8,1
46.8,1
46.8,1
46.8,1
46.8,1
46.8,1
46.8,1
69.3,1
69.3,1
69.3,1
69.3,1
69.3,1
69.3,1
69.3,1
69.3,1
69.3,1
69.3,1
69.3,1
69.3,1
92.2,1
92.2,1
92.2,1
92.2,1
92.2,1
92.2,1
92.2,1
92.2,1
92.2,1
92.2,1
92.2,1
92.2,1
75.9,1
75.9,1
75.9,1
75.9,1
75.9,1
75.9,1
75.9,1
75.9,1
75.9,1
75.9,1
75.9,1
75.9,1
78.3,1
78.3,1
78.3,1
78.3,1
78.3,1
78.3,1
78.3,1
78.3,1
78.3,1
78.3,1
78.3,1
78.3,1
74.9,1
74.9,1
74.9,1
74.9,1
74.9,1
74.9,1
74.9,1
74.9,1
74.9,1
74.9,1
74.9,1
74.9,1
91.5,1
91.5,1
91.5,1
91.5,1
91.5,1
91.5,1
91.5,1
91.5,1
91.5,1
91.5,1
91.5,1
91.5,1
99.6,1
99.6,1
99.6,1
99.6,1
99.6,1
99.6,1
99.6,1
99.6,1
99.6,1
99.6,1
99.6,1
99.6,1
79,1
79,1
79,1
79,1
79,1
79,1
79,1
79,1
79,1
79,1
79,1
79,1
67.9,1
67.9,1
67.9,1
67.9,1
67.9,1
67.9,1
67.9,1
67.9,1
67.9,1
67.9,1
67.9,1
67.9,1
93.1,1
93.1,1
93.1,1
93.1,1
93.1,1
93.1,1
93.1,1
93.1,1
93.1,1
93.1,1
93.1,1
93.1,1
95.3,1
95.3,1
95.3,1
95.3,1
95.3,1
95.3,1
95.3,1
95.3,1
95.3,1
95.3,1
95.3,1
95.3,1
80.4,1
80.4,1
80.4,1
80.4,1
80.4,1
80.4,1
80.4,1
80.4,1
80.4,1
80.4,1
80.4,1
80.4,1
94.1,1
94.1,1
94.1,1
94.1,1
94.1,1
94.1,1
94.1,1
94.1,1
94.1,1
94.1,1
94.1,1
94.1,1
85.6,1
85.6,1
85.6,1
85.6,1
85.6,1
85.6,1
85.6,1
85.6,1
85.6,1
85.6,1
85.6,1
85.6,1
56,1
56,1
56,1
56,1
56,1
56,1
56,1
56,1
56,1
56,1
56,1
56,1
89.5,1
89.5,1
89.5,1
89.5,1
89.5,1
89.5,1
89.5,1
89.5,1
89.5,1
89.5,1
89.5,1
89.5,1
106.1,1
106.1,1
106.1,1
106.1,1
106.1,1
106.1,1
106.1,1
106.1,1
106.1,1
106.1,1
106.1,1
106.1,1
95.2,1
95.2,1
95.2,1
95.2,1
95.2,1
95.2,1
95.2,1
95.2,1
95.2,1
95.2,1
95.2,1
95.2,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
79.9,1
79.9,1
79.9,1
79.9,1
79.9,1
79.9,1
79.9,1
79.9,1
79.9,1
79.9,1
79.9,1
79.9,1
82.1,1
82.1,1
82.1,1
82.1,1
82.1,1
82.1,1
82.1,1
82.1,1
82.1,1
82.1,1
82.1,1
82.1,1
107.7,1
107.7,1
107.7,1
107.7,1
107.7,1
107.7,1
107.7,1
107.7,1
107.7,1
107.7,1
107.7,1
107.7,1
125.8,1
125.8,1
125.8,1
125.8,1
125.8,1
125.8,1
125.8,1
125.8,1
125.8,1
125.8,1
125.8,1
125.8,1
141.6,1
141.6,1
141.6,1
141.6,1
141.6,1
141.6,1
141.6,1
141.6,1
141.6,1
141.6,1
141.6,1
141.6,1
126.8,1
126.8,1
126.8,1
126.8,1
126.8,1
126.8,1
126.8,1
126.8,1
126.8,1
126.8,1
126.8,1
126.8,1
139.4,1
139.4,1
139.4,1
139.4,1
139.4,1
139.4,1
139.4,1
139.4,1
139.4,1
139.4,1
139.4,1
139.4,1
146.7,1
146.7,1
146.7,1
146.7,1
146.7,1
146.7,1
146.7,1
146.7,1
146.7,1
146.7,1
146.7,1
146.7,1
143.7,1
143.7,1
143.7,1
143.7,1
143.7,1
143.7,1
143.7,1
143.7,1
143.7,1
143.7,1
143.7,1
143.7,1
166.2,1
166.2,1
166.2,1
166.2,1
166.2,1
166.2,1
166.2,1
166.2,1
166.2,1
166.2,1
166.2,1
166.2,1
130.8,1
130.8,1
130.8,1
130.8,1
130.8,1
130.8,1
130.8,1
130.8,1
130.8,1
130.8,1
130.8,1
130.8,1
161.4,1
161.4,1
161.4,1
161.4,1
161.4,1
161.4,1
161.4,1
161.4,1
161.4,1
161.4,1
161.4,1
161.4,1
127.7,1
127.7,1
127.7,1
127.7,1
127.7,1
127.7,1
127.7,1
127.7,1
127.7,1
127.7,1
127.7,1
127.7,1
79.7,1
79.7,1
79.7,1
79.7,1
79.7,1
79.7,1
79.7,1
79.7,1
79.7,1
79.7,1
79.7,1
79.7,1
142.3,1
142.3,1
142.3,1
142.3,1
142.3,1
142.3,1
142.3,1
142.3,1
142.3,1
142.3,1
142.3,1
142.3,1
146.3,1
146.3,1
146.3,1
146.3,1
146.3,1
146.3,1
146.3,1
146.3,1
146.3,1
146.3,1
146.3,1
146.3,1
143,1
143,1
143,1
143,1
143,1
143,1
143,1
143,1
143,1
143,1
143,1
143,1
151.7,1
151.7,1
151.7,1
151.7,1
151.7,1
151.7,1
151.7,1
151.7,1
151.7,1
151.7,1
151.7,1
151.7,1
122.1,1
122.1,1
122.1,1
122.1,1
122.1,1
122.1,1
122.1,1
122.1,1
122.1,1
122.1,1
122.1,1
122.1,1
162.5,1
162.5,1
162.5,1
162.5,1
162.5,1
162.5,1
162.5,1
162.5,1
162.5,1
162.5,1
162.5,1
162.5,1
132,1
132,1
132,1
132,1
132,1
132,1
132,1
132,1
132,1
132,1
132,1
132,1
121.1,1
121.1,1
121.1,1
121.1,1
121.1,1
121.1,1
121.1,1
121.1,1
121.1,1
121.1,1
121.1,1
121.1,1
68.8,1
68.8,1
68.8,1
68.8,1
68.8,1
68.8,1
68.8,1
68.8,1
68.8,1
68.8,1
68.8,1
68.8,1
77.1,1
77.1,1
77.1,1
77.1,1
77.1,1
77.1,1
77.1,1
77.1,1
77.1,1
77.1,1
77.1,1
77.1,1
84.6,1
84.6,1
84.6,1
84.6,1
84.6,1
84.6,1
84.6,1
84.6,1
84.6,1
84.6,1
84.6,1
84.6,1
87.2,1
87.2,1
87.2,1
87.2,1
87.2,1
87.2,1
87.2,1
87.2,1
87.2,1
87.2,1
87.2,1
87.2,1
96.3,1
96.3,1
96.3,1
96.3,1
96.3,1
96.3,1
96.3,1
96.3,1
96.3,1
96.3,1
96.3,1
96.3,1
78.8,1
78.8,1
78.8,1
78.8,1
78.8,1
78.8,1
78.8,1
78.8,1
78.8,1
78.8,1
78.8,1
78.8,1
49.7,1
49.7,1
49.7,1
49.7,1
49.7,1
49.7,1
49.7,1
49.7,1
49.7,1
49.7,1
49.7,1
49.7,1
72.4,1
72.4,1
72.4,1
72.4,1
72.4,1
72.4,1
72.4,1
72.4,1
72.4,1
72.4,1
72.4,1
72.4,1
68.1,1
68.1,1
68.1,1
68.1,1
68.1,1
68.1,1
68.1,1
68.1,1
68.1,1
68.1,1
68.1,1
68.1,1
92,1
92,1
